danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,duration_ms,explicit,track.name,track.popularity,track.album.name,key_name,mode_name,key_mode,billboard_year,billboard_rank,ARTIST,Hit
0.598,0.898,-5.155,0.113,0.0433,0,0.0976,0.422,77.639,7c6TRb4cvgHWVhTJDfRqth,4,211933,FALSE,One Foot,35,Some Nights,A#,major,A# major,0,0,fun.,0
0.613,0.783,-4.764,0.0292,0.000833,1.34E-05,0.122,0.551,118.961,2IfaFVoCGgZM8h5ma6NgpU,4,209351,FALSE,Gone,23,Some Mad Hope,A#,major,A# major,0,0,Matt Nathanson,0
0.586,0.863,-4.318,0.0604,0.000804,3.06E-06,0.164,0.672,76.03,78XeFCK4icAXCTIAi8vy9j,4,181893,FALSE,To The Beat Of Our Noisy Hearts,20,Some Mad Hope,E,major,E major,0,0,Matt Nathanson,0
0.578,0.459,-6.487,0.027,0.0269,0,0.132,0.381,172.163,3U2RJI4Q1INkYHLw87IGah,4,231595,FALSE,Still,38,Some Mad Hope,F,major,F major,0,0,Matt Nathanson,0
0.534,0.492,-8.905,0.0261,0.584,1.12E-06,0.185,0.328,82.465,4SXcG6Ti32myNw9GJ9qeDt,3,216933,FALSE,All We Are,46,Some Mad Hope,E,major,E major,0,0,Matt Nathanson,0
0.548,0.775,-3.285,0.0306,0.0936,0,0.0721,0.311,94.998,5d98TnYzxQmFE4vKgzWXuT,4,274266,FALSE,Wasted,51,Some Hearts,G#,major,G# major,0,0,Carrie Underwood,0
0.541,0.721,-2.497,0.0329,0.437,0,0.114,0.387,97.083,1CXZNbojIVKJNBCd4jgr8c,4,234773,FALSE,The Night Before (Life Goes On),34,Some Hearts,E,major,E major,0,0,Carrie Underwood,0
0.599,0.892,-3.807,0.0472,0.145,0,0.104,0.455,103.993,6d0AZlRfB9wI3dQ5vEJJ5B,4,233106,FALSE,We're Young and Beautiful,33,Some Hearts,D,major,D major,0,0,Carrie Underwood,0
0.499,0.986,-1.871,0.0503,0.382,0.913,0.284,0.835,130.597,2h7OfDcrNaHnhHLR9uEnhA,4,260959,FALSE,When The Whip Comes Down - Remastered,38,Some Girls,D,major,D major,0,0,The Rolling Stones,0
0.452,0.908,-2.535,0.0567,0.452,0.279,0.318,0.792,112.872,7w2s5Wj0LPNhUkVCt8av09,4,278173,FALSE,Just My Imagination (Running Away With Me) - Remastered,40,Some Girls,D,major,D major,0,0,The Rolling Stones,0
0.474,0.938,-2.643,0.0898,0.527,0.52,0.299,0.505,71.995,3pQXptTkIkOQsK3pyYlRbJ,4,276933,TRUE,Some Girls - Remastered,40,Some Girls,A,major,A major,0,0,The Rolling Stones,0
0.452,0.99,-2.823,0.0524,0.123,0.884,0.0677,0.875,152.111,40uqC6osBbNPm4jEN3OsAl,4,187440,FALSE,Respectable - Remastered,39,Some Girls,A,major,A major,0,0,The Rolling Stones,0
0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,4cAlWy0jWMtn5AdtZy4dHi,4,204960,FALSE,Before They Make Me Run - Remastered,37,Some Girls,C,major,C major,0,0,The Rolling Stones,0
0.738,0.952,-2.752,0.147,0.415,2.20E-05,0.116,0.748,140.395,0FfZBWDv7p63yj6oh2I2PS,4,226800,FALSE,Shattered - Remastered,49,Some Girls,E,major,E major,0,0,The Rolling Stones,0
0.611,0.309,-12.084,0.0246,0.344,1.82E-06,0.338,0.606,88.556,5dlXZv1VpEbDgKUQgsTWJV,4,205773,FALSE,She's Not Cryin' Anymore,36,Some Gave All,D,major,D major,0,0,Billy Ray Cyrus,0
0.763,0.476,-10.165,0.0298,0.104,1.57E-06,0.0814,0.758,124.4,5UKlxzRzkakL0zPNZ98NqO,4,209373,FALSE,Wher'm I Gonna Live?,33,Some Gave All,G,major,G major,0,0,Billy Ray Cyrus,0
0.622,0.544,-11.117,0.0327,0.0122,0,0.125,0.892,140.406,3A6TDljhYSKSfvbr7eW8WY,4,221560,FALSE,Never Thought I'd Fall In Love With You,24,Some Gave All,C#,major,C# major,0,0,Billy Ray Cyrus,0
0.669,0.581,-6.929,0.0616,0.511,0,0.222,0.659,135.774,0ppuz64FCc6gyXk0MojsdJ,4,152293,FALSE,(You're Gonna) Hurt Yourself,24,Solo,A#,major,A# major,0,0,Frankie Valli,0
0.31,0.482,-6.356,0.03,0.687,4.39E-06,0.349,0.264,78.915,3zUNElWju6YpcM7mDMqgDs,4,180600,FALSE,Ivy,17,Solo,D#,major,D# major,0,0,Frankie Valli,0
0.183,0.332,-9.523,0.0316,0.504,0.000192,0.119,0.226,76.68,2u8lu00qCEqoatHNiZ2bX9,4,219546,FALSE,My Mother's Eyes,15,Solo,E,major,E major,0,0,Frankie Valli,0
0.606,0.654,-6.532,0.0395,0.712,0.000279,0.457,0.571,116.83,5kdcegDcV723E5Stp1pZLf,4,179786,FALSE,The Proud One,16,Solo,G,major,G major,0,0,Frankie Valli,0
0.24,0.684,-7.887,0.042,0.606,9.18E-05,0.0556,0.61,196.191,53NAvqcqHQnOR1WRME88BN,4,209720,FALSE,The Sun Ain't Gonna Shine (Anymore),32,Solo,D#,major,D# major,0,0,Frankie Valli,0
0.556,0.541,-7.262,0.0284,0.647,0,0.0766,0.597,82.464,3xFK8cC2LYmoW9zdst5OHC,4,177346,FALSE,The Trouble with Me,12,Solo,A#,major,A# major,0,0,Frankie Valli,0
0.486,0.713,-3.949,0.0524,0.0853,0,0.0839,0.297,121.028,0k9gqa8mjVMeoFuGIsudtY,4,226720,FALSE,I Would Like,44,So Good,D,minor,D minor,0,0,Zara Larsson,0
0.726,0.576,-7.341,0.146,0.085,0,0.0458,0.783,82.055,6B80GgC6d1IqNuFnidibLx,4,166706,FALSE,So Good (feat. Ty Dolla $ign),31,So Good,C,major,C major,0,0,Zara Larsson,0
0.667,0.648,-6.398,0.0626,0.0235,1.52E-05,0.0427,0.589,95.031,2yoYgF0XLAqOzlAXwOmUzV,4,172893,FALSE,TG4M,28,So Good,D#,minor,D# minor,0,0,Zara Larsson,0
0.638,0.647,-6.866,0.169,0.0288,1.78E-06,0.0712,0.273,103.836,6jRr3SeeSAKikxUSeyegpf,4,205773,FALSE,Sundown (feat. Wizkid),23,So Good,A#,major,A# major,0,0,Zara Larsson,0
0.718,0.609,-4.699,0.043,0.281,3.29E-05,0.234,0.497,122.95,6nPgw3wUFYMYkuTjrUBPfj,4,214866,FALSE,Symphony (feat. Zara Larsson),0,So Good,C,minor,C minor,0,0,Clean Bandit,0
0.462,0.422,-10.381,0.175,0.939,0.0327,0.108,0.0853,87.364,1v24T2ug4TlssYZvI3aL4O,4,176179,TRUE,Lust For Life,48,So Far Gone,F#,major,F# major,0,0,Drake,0
0.758,0.888,-4.899,0.0374,0.0999,0.0336,0.661,0.771,120.392,524wvipGqxPKYWxkjf9y46,4,230484,TRUE,Little Bit (feat. Lykke Li),59,So Far Gone,B,minor,B minor,0,0,Drake,0
0.774,0.912,-2.787,0.347,0.165,0,0.745,0.821,150.083,2TWSilrWcTrgVKcP8kfEfg,4,209957,TRUE,Unstoppable (feat. Santigold & Lil Wayne),43,So Far Gone,D,minor,D minor,0,0,Drake,0
0.333,0.859,-2.286,0.148,0.0185,0,0.22,0.125,86.882,3SnXwQUrvSacFziUYXTNKY,5,332529,TRUE,Congratulations,45,So Far Gone,F#,major,F# major,0,0,Drake,0
0.717,0.784,-7.228,0.0331,0.292,0.000256,0.127,0.785,112.009,49slHOxNkBAk8gS45FDBMd,4,240480,FALSE,All of You,15,So Excited! (Expanded Edition),F,minor,F minor,0,0,The Pointer Sisters,0
0.741,0.847,-7.292,0.0324,0.126,2.06E-05,0.534,0.687,107.783,3R2IJ65sXjIHicPMQUnUNZ,4,337200,FALSE,If You Wanna Get Back Your Lady,16,So Excited! (Expanded Edition),D,major,D major,0,0,The Pointer Sisters,0
0.669,0.873,-5.45,0.0486,0.157,0,0.054,0.649,124.545,0LgdOTB8BtkyB8LvXvd4py,4,240000,FALSE,American Music,19,So Excited! (Expanded Edition),A#,major,A# major,0,0,The Pointer Sisters,0
0.635,0.562,-7.315,0.0223,0.387,0.000366,0.113,0.501,97.988,3hwjxbqGvTRUPi38fLgeM7,4,255213,FALSE,Why You No Love Me,50,Sob Rock,A,major,A major,0,0,John Mayer,0
0.816,0.596,-8.989,0.0294,0.557,0.812,0.0842,0.876,123.027,4VFGpluBaU1WcquEMzhSz6,4,252413,FALSE,Wild Blue,59,Sob Rock,C,major,C major,0,0,John Mayer,0
0.548,0.483,-9.102,0.0268,0.515,0.0674,0.0922,0.166,159.952,4Im6GRj17qa7NW76OsJh1s,4,286386,FALSE,I Guess I Just Feel Like,67,Sob Rock,E,major,E major,0,0,John Mayer,0
0.677,0.713,-6.626,0.0288,0.0117,0.15,0.0952,0.744,119.997,4Szq4dulKN9bOvLRW6uMdZ,4,159133,FALSE,Carry Me Away,63,Sob Rock,E,major,E major,0,0,John Mayer,0
0.666,0.531,-5.624,0.0289,0.278,0,0.103,0.58,82.017,4mxUeQcV32C2Toy1UZ7Akq,4,247333,FALSE,U Must B Crazy,12,So Blu,C#,major,C# major,0,0,Blu Cantrell,0
0.725,0.689,-5.844,0.121,0.0163,0,0.0694,0.659,86.97,7flgznO1vPvb7TjOUqUXJF,4,262066,FALSE,All You Had To Say,10,So Blu,F,minor,F minor,0,0,Blu Cantrell,0
0.79,0.768,-5.638,0.284,0.148,0.000947,0.126,0.691,80.029,7LptQZjp5wgdYDQZPjOV9O,4,131139,TRUE,1 Thot 2 Thot Red Thot Blue Thot,59,Snow Cougar,F#,major,F# major,0,0,Yung Gravy,0
0.74,0.676,-5.171,0.404,0.0732,0,0.388,0.594,105.413,2Te9iXWPaJhU67V6Og2X7V,4,270336,TRUE,Keep On Ridin,27,Snoop Dogg Presents Death Row Summer 2022,E,minor,E minor,0,0,Snoop Dogg,0
0.706,0.816,-4.709,0.424,0.238,0,0.183,0.783,99.879,4a1IPD9ANhNhnw0SVHJVnx,4,136533,TRUE,Bad,28,Snoop Dogg Presents Death Row Summer 2022,C#,major,C# major,0,0,Snoop Dogg,0
0.387,0.801,-3.863,0.0935,0.606,7.43E-05,0.627,0.563,81.725,70RUzztH81zpAMm9jbMLDi,4,221893,TRUE,Mulholland Drive,45,Snoop Dogg Presents Death Row Summer 2022,C#,minor,C# minor,0,0,Snoop Dogg,0
0.77,0.746,-4.674,0.227,0.0843,0,0.328,0.575,105.095,4dWengusJN6idp9dRYKJhu,4,219032,TRUE,Whoopty Whoop,31,Snoop Dogg Presents Death Row Summer 2022,C,major,C major,0,0,Snoop Dogg,0
0.603,0.793,-5.498,0.0811,0.103,0,0.188,0.6,79.943,3qLGnjsA1Vqy8gOyxJKlbS,4,263387,TRUE,Verbalize,21,Snoop Dogg Presents Death Row Summer 2022,C,major,C major,0,0,Snoop Dogg,0
0.686,0.713,-4.284,0.294,0.174,0,0.234,0.481,109.941,3nxLbe1IhM8fzonP8a6zgh,4,258769,TRUE,SuperDuperHero (feat. SuperDuperBrick),0,Smyle (Extended),C,major,C major,0,0,KYLE,0
0.691,0.673,-6.444,0.137,0.0262,0,0.28,0.285,109.573,0XxXbgxNNNRq3XAvQAFxYo,4,270574,TRUE,All Alright,0,Smyle (Extended),B,minor,B minor,0,0,KYLE,0
0.768,0.605,-6.749,0.36,0.0353,0,0.241,0.85,109.85,4h3vBOLrErhYG6LF2LIFQ3,4,238862,TRUE,DewWutItDoez,0,Smyle (Extended),C#,major,C# major,0,0,KYLE,0
0.487,0.361,-17.255,0.0312,0.0911,0.187,0.119,0.383,142.59,2Qnm20c0Jm5JshrsnNgf0m,4,167000,FALSE,Book Ends,23,"The Smoker You Drink, The Player You Get",A,major,A major,0,0,Joe Walsh,0
0.549,0.437,-16.188,0.0324,0.354,0.879,0.219,0.495,129.67,05GYFjw1MOJaMYkZDqaH4r,4,218506,FALSE,Midnight Moodies,24,"The Smoker You Drink, The Player You Get",G,major,G major,0,0,Joe Walsh,0
0.738,0.506,-15.863,0.0412,0.207,0.00406,0.0631,0.922,128.51,6ztDVJwKnguymvSyhQWntN,4,161560,FALSE,Happy Ways,44,"The Smoker You Drink, The Player You Get",A,major,A major,0,0,Joe Walsh,0
0.484,0.573,-16.622,0.0611,0.299,0.00393,0.261,0.313,113.563,6Lxn6n4qQawPrjVqM6Lesx,4,283866,FALSE,Meadows,28,"The Smoker You Drink, The Player You Get",D,major,D major,0,0,Joe Walsh,0
0.565,0.148,-21.052,0.0344,0.706,0.81,0.044,0.0596,69.295,1FAn0UIi9YWPJkwm8wpL1l,4,340440,FALSE,Dreams,22,"The Smoker You Drink, The Player You Get",F,minor,F minor,0,0,Joe Walsh,0
0.514,0.792,-7.732,0.0354,0.00186,4.50E-05,0.108,0.835,149.127,2DYCM1sNmGliRszlzPkMiG,4,239800,FALSE,You've Got Everything Now - 2011 Remaster,51,The Smiths,A,major,A major,0,0,The Smiths,0
0.614,0.663,-9.059,0.0265,0.00543,5.30E-06,0.199,0.778,116.217,3wUMcPzXcmaeW8QxTdyXQO,4,223253,FALSE,Pretty Girls Make Graves - 2011 Remaster,60,The Smiths,F#,minor,F# minor,0,0,The Smiths,0
0.621,0.766,-10.043,0.0316,0.00082,1.90E-06,0.21,0.936,115.621,4Xgswinq80oMl4a0xhBMWT,4,277986,FALSE,The Hand That Rocks the Cradle - 2011 Remaster,44,The Smiths,A,major,A major,0,0,The Smiths,0
0.696,0.432,-9.881,0.0269,0.0179,0,0.142,0.597,113.307,4WKdgb3xzbTSU7WT3kK3na,4,244640,FALSE,I Don't Owe You Anything - 2011 Remaster,55,The Smiths,E,major,E major,0,0,The Smiths,0
0.619,0.116,-11.346,0.0386,0.891,5.80E-05,0.235,0.193,149.496,62XI1qJo62w0rvTldCHl9P,4,129360,FALSE,Vegetables - Remastered 2001,33,Smiley Smile (Remastered),A,major,A major,0,0,The Beach Boys,0
0.298,0.171,-17.718,0.0376,0.839,0.0423,0.0995,0.049,94.505,0wwtqgvhIsuVHm3rUSLEMk,4,158933,FALSE,Wind Chimes - Remastered 2001,25,Smiley Smile (Remastered),A,major,A major,0,0,The Beach Boys,0
0.699,0.669,-5.829,0.0712,0.0794,1.71E-05,0.248,0.444,125.994,7cLrrJ1Dk6WAQyDIj9j26A,4,189772,FALSE,Cry About It Later,47,Smile,D,minor,D minor,0,0,Katy Perry,0
0.7,0.519,-7.091,0.0576,0.317,0,0.159,0.65,135.871,3By64Pmpn0LkwPKSjqSTBp,4,187821,FALSE,Resilient,42,Smile,C,major,C major,0,0,Katy Perry,0
0.711,0.674,-6.114,0.106,0.0185,0,0.184,0.774,108.883,5iKXqTVr88ghRPwMEeVKVM,4,196218,FALSE,Champagne Problems,47,Smile,A#,major,A# major,0,0,Katy Perry,0
0.775,0.68,-5.155,0.038,0.00544,0,0.047,0.929,123.005,5ahNnBifspeXOi1sMbiXHT,4,187436,FALSE,Tucked,50,Smile,G,major,G major,0,0,Katy Perry,0
0.413,0.699,-13.285,0.0485,0.0427,0.000154,0.345,0.572,137.41,44pz6njlfqJfpsTUhard7D,4,211360,FALSE,Save Your Loving (For Me),20,Slow Ride / Save Your Loving (For Me),D,major,D major,0,0,Foghat,0
0.433,0.971,-2.401,0.0534,0.236,0.000172,0.219,0.467,132.926,2O83zX6uSMJiOTIBw9FoNM,4,270533,FALSE,I'd Die For You,50,Slippery When Wet,A,minor,A minor,0,0,Bon Jovi,0
0.326,0.797,-2.359,0.0334,0.0522,0,0.081,0.271,135.937,4AfsbRvvuN7nEHAhONdeEp,4,288933,FALSE,Never Say Goodbye,63,Slippery When Wet,D,major,D major,0,0,Bon Jovi,0
0.436,0.196,-14.566,0.0284,0.904,0.0023,0.107,0.281,83.768,6wQXjA6KWbwPT3ydQCsJ4P,4,277400,FALSE,Bambi,54,Sling,A,major,A major,0,0,Clairo,0
0.666,0.18,-17.015,0.0484,0.917,0.00781,0.122,0.265,130.021,4iBtktPvH4yfS5LR6oAQT1,4,193677,FALSE,Partridge,49,Sling,F,minor,F minor,0,0,Clairo,0
0.415,0.0778,-21.716,0.0434,0.982,3.44E-05,0.089,0.178,62.85,3Gjj8LeMagv4Ou2p7kgQHT,4,160545,FALSE,Little Changes,45,Sling,F,major,F major,0,0,Clairo,0
0.829,0.467,-9.134,0.104,0.0299,0,0.105,0.483,132.984,7r0W7nDEtaeZCjB4KnF6l8,4,203040,TRUE,I Got Time (feat. Shad Da God),42,Slime & B,A,major,A major,0,0,Chris Brown,0
0.664,0.612,-8.128,0.0623,0.0352,0,0.114,0.156,150.057,5rrdApB4CMDECxnnAt7xw0,4,206400,TRUE,Animal,43,Slime & B,G,major,G major,0,0,Chris Brown,0
0.948,0.621,-7.75,0.231,0.00719,1.98E-06,0.121,0.652,102.023,2OS5RK6ho5olsVZQ0xS8Ml,4,190146,TRUE,Undrunk (feat. Too $hort & E-40),41,Slime & B,G#,major,G# major,0,0,Chris Brown,0
0.918,0.542,-11.191,0.281,0.0821,0,0.0822,0.605,94.995,2aJAQWMUw5ZBrRTCpewyPs,4,101693,TRUE,No Such Thing (feat. Hoodybaby),40,Slime & B,G,minor,G minor,0,0,Chris Brown,0
0.585,0.32,-12.961,0.0506,0.958,9.94E-05,0.194,0.201,116.47,1XjPTbOPJvd2zYbaSyHQlM,4,117186,FALSE,"Hail to the Princess Aurora - From ""Sleeping Beauty""/Soundtrack Version",29,Sleeping Beauty,E,major,E major,0,0,Chorus - Sleeping Beauty,0
0.201,0.138,-15.923,0.0391,0.966,0.0415,0.302,0.143,71.32,4qKDjmz094Bu2wMepNuwVN,3,177733,FALSE,"Main Title / Once Upon A Dream / Prologue - From ""Sleeping Beauty""/Soundtrack Version",47,Sleeping Beauty,F,minor,F minor,0,0,Chorus - Sleeping Beauty,0
0.207,0.105,-17.73,0.0424,0.985,0.581,0.0971,0.118,78.787,5rfkxoAOtn1WfZ5wa4J4bq,4,237520,FALSE,"Do You Hear That? / I Wonder - From ""Sleeping Beauty""/Soundtrack Version",32,Sleeping Beauty,C#,major,C# major,0,0,Mary Costa,0
0.4,0.458,-8.462,0.0304,0.327,1.25E-06,0.124,0.195,61.397,0b1yM52xAWqtdABbAjHKZm,4,306308,FALSE,Fall From Paradise - Remastered,15,Sleeper Catcher (Remastered 2022),D,minor,D minor,0,0,Little River Band,0
0.632,0.753,-6.592,0.0459,0.174,0,0.295,0.689,138.95,1gLHFbKP6NfSB2oS29EoML,4,230893,FALSE,Don't Let Me Be The Last To Know - 2009 Remaster,16,The Singles Collection,E,major,E major,0,0,Britney Spears,0
0.58,0.876,-2.713,0.0356,0.00967,1.83E-05,0.103,0.779,157.091,0lLjwGf9kKdfPNgluTI2A4,4,271280,FALSE,Sunday Morning,34,The Singles Collection,E,major,E major,0,0,No Doubt,0
0.484,0.925,-4.046,0.058,0.0373,1.72E-06,0.248,0.66,143.246,5ZcmP16SFTTgHT7WyZYWNQ,4,266706,FALSE,Spiderwebs,39,The Singles Collection,A#,major,A# major,0,0,No Doubt,0
0.578,0.852,-5.222,0.0361,0.064,1.57E-06,0.24,0.482,119.997,6p0jnwYfrpov7CJG5Ucyzp,4,255653,FALSE,Simple Kind Of Life,30,The Singles Collection,C,major,C major,0,0,No Doubt,0
0.732,0.82,-5.002,0.0516,0.0252,0.000459,0.117,0.601,127.012,5RAizgUCRjhGcw5686Bxxi,4,218184,FALSE,Tonight I'm Your DJ (feat. Fatman Scoop),10,Singled Out,E,minor,E minor,0,0,Ida Corr,0
0.759,0.947,-4.618,0.0721,0.0042,0.0196,0.0656,0.836,128.028,5eCtOjDA7KXBhJMGz8Irfg,4,218184,FALSE,Naughty Girl (Bodybangers Remix Edit),9,Singled Out,F#,minor,F# minor,0,0,Ida Corr,0
0.836,0.684,-5.627,0.167,0.0157,0.00192,0.128,0.369,128.015,3pGwVmg6oZNYz9zwIiV6K2,4,178472,FALSE,Give It to Me,8,Singled Out,F,minor,F minor,0,0,Ida Corr,0
0.739,0.869,-4.412,0.0979,0.0709,0.00682,0.254,0.45,97.026,0JL19aXjYnGjByOGj0wHqT,4,205813,FALSE,Under the Sun (feat. Shaggy),8,Singled Out,A#,minor,A# minor,0,0,Ida Corr,0
0.614,0.911,-5.387,0.0388,0.0151,0.439,0.0775,0.538,128.066,7viUfRzaMFkcapunwDUbDZ,4,220226,FALSE,My Friend,14,Singled Out,C,major,C major,0,0,Global Deejays,0
0.701,0.911,-4.751,0.0782,0.00423,0.0234,0.449,0.631,127.964,55VnCDZNYjTmVMreAoSYqY,4,177544,FALSE,I Want You,7,Singled Out,F,minor,F minor,0,0,Ida Corr,0
0.237,0.0492,-22.215,0.0355,0.898,7.49E-05,0.0742,0.122,133.986,7yk7t6oNqwnfiVGqTfzJoQ,5,163293,FALSE,In the Wee Small Hours Of The Morning,16,Sinatra's Sinatra,A#,major,A# major,0,0,Frank Sinatra,0
0.17,0.118,-18.14,0.0304,0.858,1.18E-05,0.183,0.176,81.987,2MfNXoj8DThCX8JmzKv2Ee,4,184266,FALSE,The Second Time Around,17,Sinatra's Sinatra,C,major,C major,0,0,Frank Sinatra,0
0.536,0.865,-5.077,0.0798,0.00161,0,0.144,0.826,150.109,716mK6vD75l2pTGnPMEqHr,4,184853,FALSE,Hollywood,21,Silver Side Up,F,major,F major,0,0,Nickelback,0
0.605,0.926,-6.209,0.0438,6.58E-05,0.00511,0.308,0.798,134.079,3sNv87HZLFbrT37cgPr3Nv,4,204840,FALSE,Money Bought,21,Silver Side Up,F,major,F major,0,0,Nickelback,0
0.445,0.756,-4.802,0.0567,0.00116,1.48E-05,0.374,0.541,176.117,1aQY8duE2T9bcuaiyPcUFn,4,217986,FALSE,Where Do I Hide,25,Silver Side Up,E,major,E major,0,0,Nickelback,0
0.475,0.848,-6.236,0.0685,0.0021,1.30E-05,0.0468,0.631,172.278,1OEweCu8nxoxBzoSL4csEI,4,234400,TRUE,Hangnail,22,Silver Side Up,A,major,A major,0,0,Nickelback,0
0.362,0.822,-6.7,0.059,0.00361,0.00262,0.218,0.132,78.723,1esIP1w8MIxDldZugp1Gcd,4,318400,FALSE,Good Times Gone,20,Silver Side Up,C,major,C major,0,0,Nickelback,0
0.566,0.809,-4.752,0.045,0.683,0,0.281,0.686,123.408,20cEKbaHuqrkuuEWEMsdAe,4,162560,FALSE,All I Wanna Do,21,Silver,B,major,B major,0,0,Silver,0
0.497,0.764,-6.709,0.0288,0.174,6.87E-05,0.139,0.735,133.294,1DjEo63rtbUz2zZPuk6RQq,4,210360,FALSE,Memory,24,Silver,C,major,C major,0,0,Silver,0
0.458,0.776,-5.676,0.0386,0.513,0.00116,0.138,0.758,104.585,0YubvXDODXPM5xD6yja59T,4,361560,FALSE,No Wonder,15,Silver,C,major,C major,0,0,Silver,0
0.457,0.796,-7.043,0.0314,0.294,4.61E-06,0.18,0.844,134.178,7kUj6OA13WVvLdieTKKCrd,4,214013,FALSE,Trust In Somebody,12,Silver,D,major,D major,0,0,Silver,0
0.416,0.685,-6.492,0.034,0.405,1.39E-05,0.363,0.673,161.406,2LLBgxemPakt3NuGEiLtES,4,201160,FALSE,Climbing,14,Silver,D,minor,D minor,0,0,Silver,0
0.58,0.836,-6.211,0.0303,0.101,5.05E-05,0.114,0.484,130.992,3yB55OOZRmdZ7vVfbMecvT,4,311733,FALSE,Jump Street,30,Silk Degrees,C#,major,C# major,0,0,Boz Scaggs,0
0.598,0.624,-8.035,0.0406,0.294,5.73E-05,0.309,0.669,133.833,0BlwpvDKimlRj9NRVOfVQb,4,231386,FALSE,What Do You Want the Girl to Do,31,Silk Degrees,G#,major,G# major,0,0,Boz Scaggs,0
0.662,0.788,-5.544,0.0635,0.0812,0.141,0.0351,0.929,116.499,0nlZjTPzW6S9JIESuGfImT,4,315640,FALSE,Lowdown,61,Silk Degrees,B,minor,B minor,0,0,Boz Scaggs,0
0.367,0.526,-6.425,0.0336,0.209,5.69E-06,0.125,0.826,153.73,10z2K84wxJCov5n7jniSam,4,119866,FALSE,In the Parkin' Lot (Mono),9,"Shut Down, Vol. 2 (Mono & Stereo)",F#,major,F# major,0,0,The Beach Boys,0
0.488,0.707,-7.692,0.0421,0.138,0,0.221,0.669,151.934,4d4803BG3fZuPy1cxvfAEi,4,91040,FALSE,Pom Pom Play Girl (Mono),6,"Shut Down, Vol. 2 (Mono & Stereo)",G#,major,G# major,0,0,The Beach Boys,0
0.35,0.375,-11.097,0.0295,0.125,4.35E-06,0.209,0.428,73.824,4GZ7PVAVnxti2frUjnp46e,4,142986,FALSE,Keep an Eye On Summer (Mono),9,"Shut Down, Vol. 2 (Mono & Stereo)",F#,major,F# major,0,0,The Beach Boys,0
0.769,0.707,-8.862,0.0426,0.000301,0.0245,0.0478,0.93,117.954,47iKV0KlcvlflSsrCPD3TQ,4,255146,FALSE,Love for Love,40,Show Me Love,C,major,C major,0,0,Robin S,0
0.622,0.522,-12.219,0.0324,0.215,0.000102,0.119,0.346,130.023,52z2OWSIrEiBzfvjmB4f0c,4,279600,FALSE,I'm Gonna Love You Right (Tonight),16,Show Me Love,G,major,G major,0,0,Robin S,0
0.574,0.96,-6.223,0.0507,0.00783,0.24,0.425,0.551,139.896,2RdNjFhKaapBAMZ2fGjvvG,4,223306,FALSE,"Knock 'Em Dead, Kid",50,Shout At The Devil,A,minor,A minor,0,0,Mötley Crüe,0
0.651,0.927,-5.816,0.0413,0.0172,3.25E-05,0.122,0.86,134.309,0zKm8XKe59tlhX77DWS5SS,4,258293,FALSE,Ten Seconds To Love,50,Shout At The Devil,C,major,C major,0,0,Mötley Crüe,0
0.553,0.866,-5.578,0.0361,0.0294,9.32E-06,0.159,0.556,119.05,6rlWsuTTevk5Hlitu9Y4Yo,4,231066,FALSE,Danger,38,Shout At The Devil,A#,major,A# major,0,0,Mötley Crüe,0
0.479,0.88,-6.643,0.0459,0.726,0,0.294,0.627,108.436,46jwZ5Gg5XiaBjeUae5Cdn,4,152026,FALSE,When the Saints Go Marching In,12,Shout!,A,major,A major,0,0,The Isley Brothers,0
0.37,0.823,-7.188,0.045,0.757,1.60E-06,0.355,0.865,180.398,39NfmrxaWddywukLXLq2vC,4,122533,FALSE,Yes Indeed!,8,Shout!,G,major,G major,0,0,The Isley Brothers,0
0.453,0.852,-7.694,0.12,0.912,0.00186,0.635,0.886,181.729,56MUpL1ATSoxqpwOJDjKrG,4,134466,FALSE,Rock Around the Clock,12,Shout!,C,minor,C minor,0,0,The Isley Brothers,0
0.516,0.755,-7.682,0.0651,0.744,0,0.134,0.961,138.286,1qN1zF4VWanrBMNMAJGUkG,4,118106,FALSE,He's Got the Whole World In His Hands,10,Shout!,G#,major,G# major,0,0,The Isley Brothers,0
0.415,0.302,-12.365,0.0343,0.767,0,0.285,0.345,95.479,09QMVupJmrujJlQRCRHEgk,4,140733,FALSE,Not One Minute More,8,Shout!,G,major,G major,0,0,The Isley Brothers,0
0.408,0.594,-9.82,0.0383,0.71,0,0.103,0.945,146.695,6MyJxxdxClh7iG0ti9JXvB,4,124920,FALSE,Open Up Your Heart,7,Shout!,A,major,A major,0,0,The Isley Brothers,0
0.442,0.632,-9.259,0.0407,0.856,0.0269,0.227,0.937,149.388,1ZlnVDmObyZKO1tQgmIYbX,4,161960,FALSE,Tell Me Who,7,Shout!,F,major,F major,0,0,The Isley Brothers,0
0.582,0.533,-9.723,0.0459,0.721,0,0.249,0.965,78.94,6TNxFKOFGo3M0HGPflkYSp,4,125626,FALSE,Say You Love Me Too,7,Shout!,D#,major,D# major,0,0,The Isley Brothers,0
0.622,0.81,-4.355,0.0457,0.00107,0.806,0.16,0.637,169.96,0ckNlWYwtIlbl44kQefHuo,4,170820,FALSE,Jiggle It,43,Shockwave,A#,minor,A# minor,0,0,Marshmello,0
